Source,X,Y,Z,Nanoseconds
VR,0.0486491,-0.210695,1.03066,375172089
6e4a,1.208,2.321,0.464,375251990
VR,0.0486608,-0.210629,1.03063,375732163
VR,0.0486696,-0.210558,1.0306,376320801
VR,0.0486805,-0.210493,1.03057,376882061
VR,0.0486896,-0.210426,1.03054,377441111
VR,0.0486989,-0.210356,1.03051,378026871
VR,0.0487086,-0.210285,1.03048,378621721
VR,0.0487201,-0.210218,1.03045,379184083
VR,0.0487295,-0.210151,1.03042,379744325
VR,0.048739,-0.210085,1.03039,380302084
6939,1.221,2.315,1.066,380316660
VR,0.0487485,-0.210018,1.03036,380859779
VR,0.0487605,-0.209953,1.03033,381416651
VR,0.0487704,-0.209886,1.0303,381972109
VR,0.0487802,-0.20982,1.03027,382527127
VR,0.0487901,-0.209754,1.03024,383082472
VR,0.0488255,-0.209715,1.03021,383670996
VR,0.0488359,-0.209648,1.03018,384231627
VR,0.0488468,-0.209578,1.03015,384820025
VR,0.0488601,-0.209509,1.03012,385408182
VR,0.0488714,-0.209439,1.03009,385996311
VR,0.0488828,-0.209368,1.03006,386592737
VR,0.0488943,-0.209298,1.03003,387182924
VR,0.0489076,-0.209233,1.02999,387743606
VR,0.0489193,-0.209164,1.02996,388331645
VR,0.0489312,-0.209093,1.02993,388931325
VR,0.0489427,-0.209025,1.0299,389499483
VR,0.0489566,-0.208957,1.02986,390090599
VR,0.0489681,-0.208891,1.02983,390648590
6e4a,1.216,2.305,0.46,390706568
VR,0.0489804,-0.208821,1.0298,391242705
6957,1.263,2.234,1.202,391684357
VR,0.0489926,-0.208756,1.02977,391802081
VR,0.0490739,-0.208671,1.02974,392362979
6e4a,1.226,2.29,0.46,392414897
VR,0.0490872,-0.208606,1.0297,392921078
VR,0.0490993,-0.208541,1.02967,393476453
VR,0.0491114,-0.208475,1.02964,394031545
VR,0.0491235,-0.20841,1.02961,394588001
VR,0.0491381,-0.208339,1.02957,395184627
VR,0.0491506,-0.208273,1.02954,395744998
VR,0.0491631,-0.208207,1.02951,396305097
VR,0.0491756,-0.208141,1.02948,396866293
VR,0.0491899,-0.208074,1.02944,397454497
6e19,1.321,2.099,0.817,397534600
VR,0.0492033,-0.208005,1.02941,398041731
VR,0.0492167,-0.207935,1.02938,398636169
VR,0.0492295,-0.207869,1.02934,399196890
VR,0.0492829,-0.207858,1.02928,399757374
VR,0.049296,-0.207793,1.02924,400318141
VR,0.0493103,-0.207724,1.02921,400910411
VR,0.0493234,-0.207658,1.02917,401471357
VR,0.0493366,-0.207593,1.02914,402031705
VR,0.0493503,-0.207528,1.02911,402589869
VR,0.0493639,-0.207464,1.02907,403145265
VR,0.0493774,-0.207399,1.02904,403708310
6939,1.221,2.315,1.066,403915683
VR,0.0493915,-0.20733,1.02901,404298770
VR,0.0494056,-0.207261,1.02897,404887548
VR,0.0494196,-0.207193,1.02894,405476382
VR,0.0494342,-0.207124,1.0289,406064433
VR,0.0494484,-0.207055,1.02886,406652846
VR,0.0494623,-0.206991,1.02883,407210898
VR,0.0494758,-0.206926,1.02879,407766786
VR,0.0494974,-0.206756,1.02875,408366156
VR,0.0495113,-0.20669,1.02871,408926818
6957,1.205,2.258,1.083,409183682
VR,0.0495262,-0.206621,1.02868,409515359
VR,0.0495406,-0.206555,1.02864,410075887
VR,0.0495554,-0.206486,1.02861,410664357
